source_key,source,source_id,source_statement,capability_id,capability,disposition,justification
specs/075-rivet-run-inspector/spec.md:SC-002,specs/075-rivet-run-inspector/spec.md,SC-002,Visible run state and progress update within one second of the workspace receiving new execution information.,CAP-017,"Immutable run, step, activity, and output records",retain,"Retained as a canonical-model, safety, or execution invariant."
specs/075-rivet-run-inspector/spec.md:SC-003,specs/075-rivet-run-inspector/spec.md,SC-003,"For tested workflow failures with available evidence, users can identify the failing node or operation and a recommended next action without opening the separate Logs page.",CAP-020,"Layered failure, needs-input, and bounded recovery",revise,The semantic need is retained while the prior product treatment is replaced by the recovery concept.
specs/075-rivet-run-inspector/spec.md:SC-004,specs/075-rivet-run-inspector/spec.md,SC-004,"In local development tests, refreshing during an active run reconnects to the same run and restores its visible state within three seconds without creating a duplicate execution.",CAP-018,"Truthful run states, liveness, cancellation, and reconnect",retain,"Retained as a canonical-model, safety, or execution invariant."
specs/075-rivet-run-inspector/spec.md:SC-005,specs/075-rivet-run-inspector/spec.md,SC-005,Collapsing the Run Inspector restores the canvas space it occupied and does not leave a permanent result sidebar.,CAP-015,"Output inspection, lineage, open, download, and lifetime",retain,"Retained as a canonical-model, safety, or execution invariant."
specs/075-rivet-run-inspector/spec.md:SC-006,specs/075-rivet-run-inspector/spec.md,SC-006,"All run states, inspector actions, execution-step navigation, and result actions pass the project's keyboard and accessible-name checks.",CAP-025,"Engineer usability, accessibility, and responsive operation",retain,"Retained as a canonical-model, safety, or execution invariant."
specs/075-rivet-run-inspector/spec.md:SC-007,specs/075-rivet-run-inspector/spec.md,SC-007,"The run identity shown in the workspace, recent history, and diagnostic evidence is consistent for every tested execution.",CAP-020,"Layered failure, needs-input, and bounded recovery",revise,The semantic need is retained while the prior product treatment is replaced by the recovery concept.
specs/075-rivet-run-inspector/spec.md:SC-008,specs/075-rivet-run-inspector/spec.md,SC-008,"Automated redaction tests confirm that configured secrets and credentials never appear in visible outputs, copied text, exported results, diagnostic summaries, or captured screens.",CAP-024,"Security, privacy, resource, and tool-isolation controls",retain,"Retained as a canonical-model, safety, or execution invariant."
specs/075-rivet-run-inspector/spec.md:SC-009,specs/075-rivet-run-inspector/spec.md,SC-009,"A deterministic delayed-remote-MCP regression test completes successfully while routine status polling occurs, and each simulated cancellation boundary produces a distinct retained diagnostic.",CAP-024,"Security, privacy, resource, and tool-isolation controls",retain,"Retained as a canonical-model, safety, or execution invariant."
specs/078-process-definition-view/spec.md:FR-001,specs/078-process-definition-view/spec.md,FR-001,"Wright MUST provide one stable browser route for a bundled, versioned sample product-definition process.",CAP-023,"Headless, CLI, UI, and host-adapter equivalence",retain,"Retained as a canonical-model, safety, or execution invariant."
specs/078-process-definition-view/spec.md:FR-002,specs/078-process-definition-view/spec.md,FR-002,"The view MUST present process purpose, version, phases, actions, typed input/output ports, gates, feedback paths, and expected artifacts in plain language.",CAP-015,"Output inspection, lineage, open, download, and lifetime",retain,"Retained as a canonical-model, safety, or execution invariant."
specs/078-process-definition-view/spec.md:FR-003,specs/078-process-definition-view/spec.md,FR-003,Text and diagram representations MUST derive from one validated definition and use identical stable semantic identifiers.,CAP-013,"Structured validation, diagnostics, and compatibility",retain,"Retained as a canonical-model, safety, or execution invariant."
specs/078-process-definition-view/spec.md:FR-004,specs/078-process-definition-view/spec.md,FR-004,"The text representation MUST remain complete without the diagram and MUST expose ""none declared"" for empty categories.",CAP-008,"Lossless Diagram, Code, and Split projections",revise,The semantic need is retained while the prior product treatment is replaced by the recovery concept.
specs/078-process-definition-view/spec.md:FR-005,specs/078-process-definition-view/spec.md,FR-005,The page MUST expose the exact definition version and content identity used for the displayed view.,CAP-001,Canonical definition and immutable revision authority,retain,"Retained as a canonical-model, safety, or execution invariant."
specs/078-process-definition-view/spec.md:FR-006,specs/078-process-definition-view/spec.md,FR-006,"The read path MUST reject duplicate identities, dangling references, invalid structure, identity mismatches, and unsupported versions before presentation.",CAP-013,"Structured validation, diagnostics, and compatibility",retain,"Retained as a canonical-model, safety, or execution invariant."
specs/078-process-definition-view/spec.md:FR-007,specs/078-process-definition-view/spec.md,FR-007,"Missing, invalid, incompatible, disabled, and unavailable states MUST provide non-sensitive diagnostics and a bounded recovery direction without partial rendering or source mutation.",CAP-020,"Layered failure, needs-input, and bounded recovery",revise,The semantic need is retained while the prior product treatment is replaced by the recovery concept.
specs/078-process-definition-view/spec.md:FR-008,specs/078-process-definition-view/spec.md,FR-008,"EPP-F02 MUST NOT edit, apply, execute, persist, migrate, invoke MCP, invoke an LLM, or claim that a process has run or qualified.",CAP-030,Independent engineering oracles and benchmark qualification,defer,Preserved and dependency-ordered after product/visual parity approval.
specs/078-process-definition-view/spec.md:FR-009,specs/078-process-definition-view/spec.md,FR-009,"The route MUST meet Wright's keyboard, focus, contrast, non-color, narrow-viewport, 200%-zoom, and reduced-motion requirements; every interactive control MUST have a stable test identity.",CAP-025,"Engineer usability, accessibility, and responsive operation",retain,"Retained as a canonical-model, safety, or execution invariant."
specs/078-process-definition-view/spec.md:FR-010,specs/078-process-definition-view/spec.md,FR-010,"The feature MUST be additive and removable behind a feature boundary; existing workspace, Rivet, API, native-runtime, and packaging behavior MUST remain compatible.",CAP-031,"Program control, truthful dashboard, packaging, and release train",defer,Preserved and dependency-ordered after product/visual parity approval.
specs/078-process-definition-view/spec.md:FR-011,specs/078-process-definition-view/spec.md,FR-011,"Tests MUST cover the validated model, cross-reference failures, browser text/diagram identity equivalence, accessibility states, failure states, packaging, and existing-workflow non-interference.",CAP-031,"Program control, truthful dashboard, packaging, and release train",defer,Preserved and dependency-ordered after product/visual parity approval.
specs/078-process-definition-view/spec.md:FR-012,specs/078-process-definition-view/spec.md,FR-012,"EPP-F02 MUST provide no governed benchmark evidence: its use-case row MUST have `process_100_id: null`, empty benchmark evidence, and no effect on the defined, in-progress, implemented, tested, independently verified, or qualified `process_100` funnel counts, all of which remain `0/100`.",CAP-030,Independent engineering oracles and benchmark qualification,defer,Preserved and dependency-ordered after product/visual parity approval.
specs/078-process-definition-view/spec.md:FR-013,specs/078-process-definition-view/spec.md,FR-013,"The product study for `PROD-02` MUST be preregistered before implementation approval with its comparator, claim, independent-participant rule, tasks, and numeric completion, correctness, recovery, comprehension, and accessibility thresholds.",CAP-025,"Engineer usability, accessibility, and responsive operation",retain,"Retained as a canonical-model, safety, or execution invariant."
